yyyymmdd,mean,top10_mean,max,std
20030506,1.7293298,34.9935,44.715008,5.0944953
20030507,0.14481021,3.9835002,4.7899995,0.45365718
20030508,0.14694001,12.773,36.425,1.1226063
20030509,0.4691378,27.3815,66.43999,2.4389708
20030510,1.4382054,21.698498,25.864998,3.3753314
20030511,2.5926123,30.326498,49.219994,4.995347
20030512,1.1992993,51.082497,80.645,4.5383677
20030513,1.6368746,30.264002,40.7,4.3241167
20030514,0.22380504,6.039,8.39,0.6465071
20030515,0.11860354,4.11,5.4900002,0.41329944
20030516,0.960281,38.947502,57.839996,3.8601663
20030517,0.5023243,15.522501,19.445002,1.7060736
20030518,0.0086012175,0.71599996,1.5949999,0.062821984
20030519,0.011738518,1.3235,4.27,0.12816957
20030520,0.009001874,0.64449996,0.88499993,0.056264225
20030521,0.022621837,1.9154999,5.004999,0.1744385
20030522,0.031581536,1.581,2.1,0.16217612
20030523,0.26063496,20.199999,31.94,1.6976501
20030524,0.07493907,3.7134998,6.8649993,0.3601397
20030525,1.5282707,67.3245,210.66501,7.148052
20030526,0.35397604,15.129,21.529997,1.3863122
20030527,0.63227046,27.676498,40.905,2.565071
20030528,0.650178,20.713,37.660004,2.1550395
20030529,0.32783976,23.194,47.550003,1.9762126
20030530,0.055747416,2.725,3.745,0.25592104
20030531,0.22329426,10.947,21.265,0.98759335
20030601,6.5838265,122.03401,138.525,16.11359
20030602,0.3067385,11.7005005,32.39,1.1756572
20030603,0.57827324,9.1815,11.674999,1.2546039
20030604,0.7649766,54.64849,70.09999,4.4953327
20030605,0.4127484,15.5375,27.054998,1.4826535
20030606,1.0196321,17.53,19.740002,2.5253515
20030607,2.8886786,73.34499,108.735,7.845256
20030608,4.385279,51.105,63.58,7.711869
20030609,2.929009,61.238,103.46999,6.967623
20030610,7.533409,141.843,235.17,14.264663
20030611,6.5751853,84.98599,92.565,11.747634
20030612,13.4543085,89.7935,99.835,14.417609
20030613,8.308529,67.888504,77.275,11.5556
20030614,16.171844,72.559494,86.97499,14.5744505
20030615,23.547106,127.682495,141.355,23.538588
20030616,16.361107,86.517494,100.754974,16.085423
20030617,14.719765,92.033,137.12498,16.365856
20030618,25.749928,121.300514,130.805,25.152231
20030619,43.58382,172.61649,229.88498,30.894667
20030620,37.736717,182.22699,272.62997,31.332542
20030621,48.092686,199.64499,210.96,41.494152
20030622,34.861637,185.44548,218.19,33.020367
20030623,26.981651,158.19849,175.07497,30.370098
20030624,12.472964,88.7,124.64502,13.369186
20030625,10.4306965,83.24249,108.014984,13.997417
20030626,7.7606864,65.677,80.48999,9.962575
20030627,8.36557,81.96651,158.34001,12.3190155
20030628,17.680918,88.68199,115.104996,17.240894
20030629,16.599026,105.0775,121.30001,19.688381
20030630,14.995924,77.71,91.795,15.531431
20030701,13.959054,79.8805,103.145004,13.099988
20030702,14.353685,135.457,182.525,18.18474
20030703,13.351279,88.8405,134.41998,14.414148
20030704,25.960632,139.19499,173.99,24.400452
20030705,27.841383,144.22098,160.60501,31.87444
20030706,29.63695,158.4385,182.425,32.018635
20030707,15.987941,110.373,141.29498,20.833632
20030708,12.130379,105.289,124.79499,17.235518
20030709,24.48666,109.942505,121.80998,23.03767
20030710,16.087402,88.32849,108.11499,16.320917
20030711,14.594894,106.154495,145.31999,16.84832
20030712,6.38459,48.208496,90.575,8.396193
20030713,14.1366625,106.86,146.68,15.999743
20030714,22.771519,155.905,179.90997,24.881594
20030715,39.259758,154.741,177.62999,30.967962
20030716,29.674685,103.68201,115.405,20.32889
20030717,9.879821,95.83101,130.34999,16.665947
20030718,9.077291,74.514496,149.49,10.240881
20030719,5.6957755,62.207996,86.850006,8.57469
20030720,1.9380271,32.689,48.309998,3.5424511
20030721,4.0001426,36.071495,44.210003,5.520651
20030722,10.296184,60.0,89.48,11.002238
20030723,13.350071,85.61599,98.240005,14.67596
20030724,12.100215,73.82849,88.445,12.401899
20030725,12.7571745,89.52899,111.20998,14.254821
20030726,10.433941,89.1955,118.385,10.866908
20030727,45.803276,320.15747,359.435,75.482704
20030728,10.503205,78.023,95.055,13.111539
20030729,2.9531093,36.627,46.175,6.092278
20030730,3.8056214,29.710001,34.784996,5.4345827
20030731,8.1967,89.27,139.495,12.875499
20030801,8.692539,60.01,75.325,11.376768
20030802,6.908069,59.095497,73.47499,9.901593
20030803,11.679892,108.726,158.33496,15.682476
20030804,9.659885,97.17849,161.33499,14.280602
20030805,14.469703,170.3295,239.74498,24.133059
20030806,10.519551,153.89598,209.37003,18.04705
20030807,8.087518,84.325,117.16999,11.8026495
20030808,5.4282827,41.742496,47.32999,7.961759
20030809,1.6993368,17.162,20.809998,2.6089797
20030810,0.93376994,13.806,33.015,1.657824
20030811,3.4387228,35.165,37.6,5.356523
20030812,7.419829,83.327,90.310005,12.802743
20030813,6.117973,75.8975,99.67999,9.278845
20030814,7.216563,40.878998,44.66,7.8082376
20030815,6.6000543,57.4255,62.62999,9.237702
20030816,4.8904004,49.885506,93.69499,7.9329743
20030817,6.073149,55.915497,64.34,9.136611
20030818,4.572596,44.536,60.679996,6.882066
20030819,2.6211574,25.665497,28.345001,3.8018572
20030820,6.640248,61.7825,69.625,10.47027
20030821,12.152547,106.96449,122.02001,16.732178
20030822,25.501558,90.6825,96.97999,18.060856
20030823,31.51019,156.5795,167.185,36.262947
20030824,8.63534,95.334,102.36501,15.951269
20030825,3.2475865,21.578999,29.099997,3.9249966
20030826,3.9524674,53.4605,74.789986,7.6163163
20030827,4.3122187,56.3545,96.91,6.9704814
20030828,8.852045,72.2495,97.375,11.092284
20030829,8.740312,78.61099,108.409996,12.351906
20030830,7.2758074,69.949,91.30999,10.159033
20030831,11.134161,92.14549,106.24498,16.141706
20030901,7.073469,63.7125,70.63,11.187048
20030902,4.7072916,34.4245,41.445007,5.885963
20030903,2.3764997,19.0205,28.705,3.474654
20030904,0.8313731,12.379999,14.339999,1.882268
20030905,3.668824,56.845,76.604996,7.834155
20030906,10.220769,82.3995,100.11998,16.776323
20030907,2.0181723,22.676998,27.95,3.6789556
20030908,0.4528936,6.2855,6.8700004,0.9584292
20030909,0.564358,13.587499,15.289999,1.570268
20030910,1.3317924,25.1605,33.16,3.2831435
20030911,0.9070126,13.7845,16.305,2.0299127
20030912,0.44486645,8.3654995,9.905,1.1624783
20030913,1.2761644,22.134998,24.849997,2.792733
20030914,1.3845103,16.8585,31.21,2.3745856
20030915,2.0408432,19.327,25.835,3.4846132
20030916,3.1858835,54.05,73.21,7.446274
20030917,2.6404052,32.3675,51.785,4.486047
20030918,1.4314363,19.999998,35.715,2.7056594
20030919,1.1795571,18.047499,21.699999,2.384804
20030920,1.0073384,23.5845,30.589996,2.6459632
20030921,1.1247352,41.175,47.505,4.291053
20030922,2.4467268,57.3005,70.02001,7.175628
20030923,4.1549063,31.647497,41.185005,5.222254
20030924,3.7131186,33.568,40.190002,5.4286323
20030925,5.4269724,40.947998,45.019993,8.358119
20030926,17.496614,108.642494,195.99998,22.160143
20030927,18.902565,126.19299,140.38498,26.686764
20030928,4.090656,54.1995,89.83501,8.091394
20030929,2.4371977,43.756,66.71,5.458812
20030930,8.465783,88.8185,116.16499,13.091414
20040401,1.5143627,25.9445,31.189999,3.2465875
20040402,1.3843604,18.809998,23.89,2.76769
20040403,0.8553351,18.127499,32.114994,2.2982786
20040404,1.8620733,21.536499,24.179998,3.4256518
20040405,2.4964762,52.146004,60.765,6.856014
20040406,4.2917247,34.670998,37.954998,7.4574685
20040407,0.3892409,15.183001,22.095,1.6073303
20040408,0.44208524,14.6815,18.599998,1.5043393
20040409,0.80666596,56.941998,83.67,4.728615
20040410,0.11999765,7.146,10.904999,0.63724744
20040411,0.33853328,11.993,15.469999,1.3877612
20040412,0.7488143,35.467503,40.719997,3.4662411
20040413,1.1124275,39.12,51.524998,3.775067
20040414,0.061897844,3.5364997,4.91,0.32732224
20040415,0.23916587,10.162999,13.28,1.0694641
20040416,0.18171039,8.457999,11.254999,0.85774076
20040417,0.01642924,1.6459999,5.5899997,0.1571105
20040418,0.07324274,14.345999,39.145,1.3743997
20040419,0.71707124,20.3615,37.27,2.386112
20040420,0.1182193,6.925,10.325001,0.57743096
20040421,4.6472325,121.7265,177.28499,12.191328
20040422,0.71371365,31.217,66.225,3.0117838
